Alias	AvgSpotLen	BioSample	DATASTORE_filetype	DATASTORE_provider	DATASTORE_region	Experiment	INSDC_last_update	Instrument	Library_Name	LoadDate	MBases	MBytes	Run	SRA_Sample	SRA_accession	Sample_Name	Title	environment_biome	geographic_location_country_and_or_sea	Assay_Type	BioProject	Broker_name	Center_Name	Consent	Description	ENA_checklist	INSDC_center_name	INSDC_first_public	INSDC_status	InsertSize	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	ReleaseDate	SRA_Study	collection_date	environment_feature	environment_material	geographic_location_latitude	geographic_location_longitude	host_associated_environmental_package	investigation_type	project_name	sequencing_method
502318001	302	SAMEA104467311	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293966	2018-01-11T15:12:11Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	13856	6317	ERR2241808	ERS2085253	ERS2085253	SAMEA104467311 ERS2085253	NL-PooledPig-F1-S185	poultry	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
600218001	302	SAMEA104467331	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293986	2018-01-11T15:12:12Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	13750	6315	ERR2241828	ERS2085273	ERS2085273	SAMEA104467331 ERS2085273	NL-PooledPig-F1-S205	poultry	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
601317001	302	SAMEA104467341	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293996	2018-01-11T15:12:12Z	Illumina HiSeq 3000	601317001	26/07/2018	12649	6304	ERR2241838	ERS2085283	ERS2085283	SAMEA104467341 ERS2085283	NL-PooledPig-F1-S215	pig	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
330218001	302	SAMEA104467229	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293884	2018-01-11T15:12:10Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	13892	6299	ERR2241726	ERS2085171	ERS2085171	SAMEA104467229 ERS2085171	NL-PooledPig-F1-S103	poultry	France	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
403117001	302	SAMEA104467277	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293932	2018-01-11T15:12:11Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	15803	6294	ERR2241774	ERS2085219	ERS2085219	SAMEA104467277 ERS2085219	NL-PooledPig-F1-S151	pig	Spain	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
700617001	302	SAMEA104467375	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2297507	2018-01-11T15:12:13Z	Illumina HiSeq 3000	700617001_2	26/07/2018	13065	6272	ERR2245484	ERS2085317	ERS2085317	SAMEA104467375 ERS2085317	NL-PooledPig-F1-S249	pig	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
603418001	302	SAMEA104467362	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294017	2018-01-11T15:12:12Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	13867	6268	ERR2241859	ERS2085304	ERS2085304	SAMEA104467362 ERS2085304	NL-PooledPig-F1-S236	poultry	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
601517001	302	SAMEA104467343	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293998	2018-01-11T15:12:12Z	Illumina HiSeq 3000	601517001	26/07/2018	12782	6263	ERR2241840	ERS2085285	ERS2085285	SAMEA104467343 ERS2085285	NL-PooledPig-F1-S217	pig	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
602418001	302	SAMEA104467352	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294007	2018-01-11T15:12:12Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	13893	6255	ERR2241849	ERS2085294	ERS2085294	SAMEA104467352 ERS2085294	NL-PooledPig-F1-S226	poultry	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
501517001	302	SAMEA104467303	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2297484	2018-01-11T15:12:11Z	Illumina HiSeq 2500	501517001_2	26/07/2018	12336	6240	ERR2245461	ERS2085245	ERS2085245	SAMEA104467303 ERS2085245	NL-PooledPig-F1-S177	pig	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
710618001	302	SAMEA104467395	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294050	2018-01-11T15:12:13Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	16291	6223	ERR2241892	ERS2085337	ERS2085337	SAMEA104467395 ERS2085337	NL-PooledPig-F1-S269	poultry	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
502118001	302	SAMEA104467309	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293964	2018-01-11T15:12:11Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	13674	6213	ERR2241806	ERS2085251	ERS2085251	SAMEA104467309 ERS2085251	NL-PooledPig-F1-S183	poultry	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
900918001	302	SAMEA104467458	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294113	2018-01-11T15:12:15Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	15443	6210	ERR2241955	ERS2085400	ERS2085400	SAMEA104467458 ERS2085400	NL-PooledPig-F1-S332	poultry	Bulgaria	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
102517001	302	SAMEA104467149	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293804	2018-01-11T15:12:08Z	Illumina HiSeq 3000	102517001	25/07/2018	12439	6181	ERR2241646	ERS2085091	ERS2085091	SAMEA104467149 ERS2085091	NL-PooledPig-F1-S23	pig	Netherlands	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
602618001	302	SAMEA104467354	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294009	2018-01-11T15:12:12Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	15619	6173	ERR2241851	ERS2085296	ERS2085296	SAMEA104467354 ERS2085296	NL-PooledPig-F1-S228	poultry	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
602918001	302	SAMEA104467357	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294012	2018-01-11T15:12:12Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	13505	6151	ERR2241854	ERS2085299	ERS2085299	SAMEA104467357 ERS2085299	NL-PooledPig-F1-S231	poultry	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
104418001	302	SAMEA104467167	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293822	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	15136	6130	ERR2241664	ERS2085109	ERS2085109	SAMEA104467167 ERS2085109	NL-PooledPig-F1-S41	poultry	Netherlands	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
104618001	302	SAMEA104467168	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293823	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	15126	6130	ERR2241665	ERS2085110	ERS2085110	SAMEA104467168 ERS2085110	NL-PooledPig-F1-S42	poultry	Netherlands	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
600117001	302	SAMEA104467330	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293985	2018-01-11T15:12:12Z	Illumina HiSeq 3000	600117001	26/07/2018	12266	6113	ERR2241827	ERS2085272	ERS2085272	SAMEA104467330 ERS2085272	NL-PooledPig-F1-S204	pig	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
320417001	302	SAMEA104467211	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293866	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	15319	6110	ERR2241708	ERS2085153	ERS2085153	SAMEA104467211 ERS2085153	NL-PooledPig-F1-S85	pig	France	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
711318001	302	SAMEA104467402	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294057	2018-01-11T15:12:13Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	13257	6109	ERR2241899	ERS2085344	ERS2085344	SAMEA104467402 ERS2085344	NL-PooledPig-F1-S276	poultry	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
600817001	302	SAMEA104467336	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2297494	2018-01-11T15:12:12Z	Illumina HiSeq 3000	600817001_2	26/07/2018	11981	6107	ERR2245471	ERS2085278	ERS2085278	SAMEA104467336 ERS2085278	NL-PooledPig-F1-S210	pig	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
402417001	302	SAMEA104467270	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293925	2018-01-11T15:12:11Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	15343	6079	ERR2241767	ERS2085212	ERS2085212	SAMEA104467270 ERS2085212	NL-PooledPig-F1-S144	pig	Spain	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
206918001	302	SAMEA104467196	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293851	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	15312	6077	ERR2241693	ERS2085138	ERS2085138	SAMEA104467196 ERS2085138	NL-PooledPig-F1-S70	poultry	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
600117001	302	SAMEA104467330	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2297491	2018-01-11T15:12:12Z	Illumina HiSeq 3000	600117001_2	26/07/2018	12103	6075	ERR2245468	ERS2085272	ERS2085272	SAMEA104467330 ERS2085272	NL-PooledPig-F1-S204	pig	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
701317001	302	SAMEA104467382	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294037	2018-01-11T15:12:13Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	12011	6074	ERR2241879	ERS2085324	ERS2085324	SAMEA104467382 ERS2085324	NL-PooledPig-F1-S256	pig	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
700317001	302	SAMEA104467372	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294027	2018-01-11T15:12:13Z	Illumina HiSeq 3000	700317001	27/07/2018	12487	6069	ERR2241869	ERS2085314	ERS2085314	SAMEA104467372 ERS2085314	NL-PooledPig-F1-S246	pig	Poland	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
801718001	302	SAMEA104467426	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294081	2018-01-11T15:12:14Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	13479	6061	ERR2241923	ERS2085368	ERS2085368	SAMEA104467426 ERS2085368	NL-PooledPig-F1-S300	poultry	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
603218001	302	SAMEA104467360	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294015	2018-01-11T15:12:12Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	13296	6045	ERR2241857	ERS2085302	ERS2085302	SAMEA104467360 ERS2085302	NL-PooledPig-F1-S234	poultry	Italy	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
206418001	302	SAMEA104467191	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293846	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	15531	6038	ERR2241688	ERS2085133	ERS2085133	SAMEA104467191 ERS2085133	NL-PooledPig-F1-S65	poultry	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
321717001	302	SAMEA104467224	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293879	2018-01-11T15:12:10Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	15146	6034	ERR2241721	ERS2085166	ERS2085166	SAMEA104467224 ERS2085166	NL-PooledPig-F1-S98	pig	France	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
503117001	302	SAMEA104467319	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293974	2018-01-11T15:12:12Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	11940	6034	ERR2241816	ERS2085261	ERS2085261	SAMEA104467319 ERS2085261	NL-PooledPig-F1-S193	pig	Belgium	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
104218001	302	SAMEA104467165	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293820	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	15062	6031	ERR2241662	ERS2085107	ERS2085107	SAMEA104467165 ERS2085107	NL-PooledPig-F1-S39	poultry	Netherlands	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
102517001	302	SAMEA104467149	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2297474	2018-01-11T15:12:08Z	Illumina HiSeq 3000	102517001_2	26/07/2018	12090	6021	ERR2245451	ERS2085091	ERS2085091	SAMEA104467149 ERS2085091	NL-PooledPig-F1-S23	pig	Netherlands	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
104317001	302	SAMEA104467166	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2293821	2018-01-11T15:12:09Z	Illumina HiSeq 3000	Nextera TX	25/07/2018	12256	6018	ERR2241663	ERS2085108	ERS2085108	SAMEA104467166 ERS2085108	NL-PooledPig-F1-S40	pig	Netherlands	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
801318001	302	SAMEA104467422	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2294077	2018-01-11T15:12:14Z	Illumina HiSeq 3000	Nextera TX	26/07/2018	13445	6016	ERR2241919	ERS2085364	ERS2085364	SAMEA104467422 ERS2085364	NL-PooledPig-F1-S296	poultry	Germany	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
102717001	302	SAMEA104467151	cloud.realign sra	gs ncbi	gs.US-EAST1	ERX2297475	2018-01-11T15:12:08Z	Illumina HiSeq 3000	102717001_2	26/07/2018	12052	6003	ERR2245452	ERS2085093	ERS2085093	SAMEA104467151 ERS2085093	NL-PooledPig-F1-S25	pig	Netherlands	WGS	PRJEB22062	DTU-GE	DTU CGE	public	F corresponds to Farm number; S corresponds to sample number	ERC000013	DTU CGE	2018-07-24T17:03:10Z	public	300	PAIRED	RANDOM	METAGENOMIC	metagenome	ILLUMINA	25/07/2018	ERP024389	2015	gut	faeces	42.7339 N	25.4858 E	host-associated	metagenome	Gut microbiomes from 359 European pig and poultry herds (EFFORT)	Illumina HiSeq (shotgun)
